Year,Month,Segment,Country,Units_Sold,Gross_Sales,Profit
2013,September,Small Business,India,4166,712479.49,75322.37
2014,November,Consumer,UK,1635,72006.11,6286.52
2013,October,Consumer,Canada,4963,180724.23,19745.47
2013,February,Home Office,UK,2043,129748.13,31433.32
2013,February,Home Office,USA,652,76437.87,10962.17
2013,July,Home Office,India,2854,122386.53,9294.65
2014,April,Home Office,Australia,3436,430408.11,36981.81
2013,July,Corporate,USA,596,57571.17,4969.88
2014,December,Consumer,India,3609,418716.6,57603.22
2014,April,Home Office,India,2309,433454.38,50653.43
2013,May,Small Business,USA,4483,892762.02,185277.81
2014,May,Home Office,Australia,3450,506435.68,45700.97
2013,July,Consumer,Germany,4101,304034.94,30039.41
2014,April,Consumer,UK,1921,94801.54,8765.74
2014,October,Consumer,USA,1536,193789.37,23333.91
2014,May,Small Business,Germany,3456,573119.76,131024.16
2013,August,Small Business,Germany,523,68501.89,8364.15
2013,May,Home Office,Germany,2985,538597.22,63084.42
2013,May,Consumer,Canada,1237,213093.22,34369.63
2014,December,Corporate,UK,501,9227.91,1713.54
2013,July,Consumer,India,122,8656.68,613.08
2013,January,Home Office,Germany,510,26531.68,6551.74
2014,March,Consumer,India,1207,81450.3,17980.72
2013,February,Corporate,Australia,3569,389943.75,22101.68
2014,March,Small Business,India,1178,154757.35,15386.9
2013,May,Home Office,USA,722,86510.73,5882.32
2013,December,Small Business,Australia,3821,307708.88,42837.91
2013,September,Home Office,UK,4918,391425.41,78737.96
2013,May,Corporate,India,4259,273351.88,63734.42
2014,April,Home Office,Australia,2852,328475.93,21744.39
2014,October,Consumer,USA,2734,465873.33,26973.13
2013,May,Consumer,India,4991,993116.3,174483.7
2013,July,Small Business,Canada,318,50702.22,7740.71
2013,September,Consumer,India,4376,661890.1,80474.62
2014,July,Small Business,India,4968,741760.36,139037.68
2013,July,Small Business,Australia,2073,159982.36,13222.2
2014,February,Consumer,USA,4460,653265.25,101224.55
2013,September,Home Office,India,3820,657741.13,44016.87
2014,February,Home Office,UK,924,19820.16,1702.12
2014,January,Small Business,India,1650,236325.66,15832.23
2014,December,Small Business,Australia,2673,212462.76,32086.03
2013,April,Consumer,UK,609,56463.82,13314.93
2013,May,Corporate,Germany,4866,843549.96,176679.78
2014,April,Home Office,Germany,2710,123388.65,27515.07
2014,January,Corporate,India,1854,73760.74,10146.74
2013,June,Consumer,Canada,1248,246698.95,25939.88
2014,January,Home Office,India,3260,259181.47,35257.13
2014,April,Small Business,UK,719,74682.78,9559.82
2013,May,Consumer,Germany,2392,462743.34,113882.93
2014,June,Small Business,Canada,1305,23477.63,1900.78
2014,July,Home Office,Germany,3595,554250.3,111294.8
2014,October,Consumer,UK,4528,411733.68,71061.14
2014,July,Consumer,Germany,2134,290059.69,64123.72
2014,December,Corporate,UK,2846,532233.86,42900.1
2014,March,Home Office,USA,4656,498854.95,114377.41
2014,April,Consumer,Australia,2732,488416.93,100121.19
2013,January,Small Business,Australia,1976,371175.94,22610.19
2014,September,Consumer,UK,3559,689602.41,168554.3
2013,September,Home Office,India,2510,190092.76,13567.47
2014,April,Home Office,India,2783,414726.63,90333.96
2014,August,Small Business,UK,2558,173108.07,13197.21
2014,November,Consumer,USA,2352,63831.14,12367.5
2014,July,Corporate,Australia,4546,809679.25,168369.59
2013,January,Home Office,Canada,3803,85978.89,18559.35
2013,November,Small Business,Australia,4197,438184.72,45297.74
2013,April,Corporate,Australia,3092,568815.15,45195.31
2013,August,Home Office,Canada,512,84427.89,20342.35
2014,December,Corporate,Canada,1227,40004.65,2207.25
2013,February,Home Office,Canada,730,86267.72,13720.72
2014,August,Home Office,USA,775,129230.76,8019.35
2013,September,Small Business,Australia,3604,199970.15,35468.01
2014,February,Home Office,Australia,4063,365982.5,86281.19
2013,June,Small Business,India,1195,43359.47,8123.38
2014,March,Consumer,Canada,4024,438915.54,90835.21
2014,October,Consumer,Canada,3460,270289.78,16682.01
2013,July,Corporate,Germany,4112,288551.23,37663.1
2013,December,Home Office,Australia,2953,411811.44,47565.22
2013,August,Corporate,UK,767,76099.09,17069.12
2013,April,Consumer,UK,1245,82082.42,11649.54
2013,June,Corporate,Canada,991,15942.74,3978.35
2014,July,Consumer,Canada,4260,771958.01,50524.6
2013,November,Corporate,UK,4127,381010.34,59901.88
2013,March,Home Office,UK,3041,234467.3,16269.76
2013,July,Small Business,USA,4826,690848.67,91728.83
2013,August,Small Business,USA,2361,44787.18,5949.27
2013,March,Home Office,Canada,4156,639866.79,64140.39
2014,November,Corporate,Germany,1794,105142.69,10271.78
2014,January,Consumer,Germany,3652,160457.84,36977.62
2013,May,Small Business,India,3380,542129.87,119147.77
2014,September,Small Business,Canada,2626,372660.93,40907.04
2013,December,Home Office,Germany,3797,323044.48,34144.65
2014,July,Corporate,USA,1556,184985.22,33615.42
2014,June,Home Office,Germany,4888,553630.16,33814.35
2013,October,Home Office,Germany,1705,278707.6,40868.92
2014,June,Home Office,Australia,2231,190309.17,35874.37
2014,October,Home Office,USA,3663,629220.57,119427.53
2013,May,Consumer,UK,4591,90543.63,14759.11
2013,May,Consumer,UK,3572,556772.57,47957.1
2014,August,Corporate,Canada,1029,138962.39,20891.97
2013,June,Small Business,Germany,1908,348299.2,61023.84
2014,September,Home Office,Germany,4233,305889.64,37501.42
2014,October,Corporate,USA,2773,129672.72,30301.69
2013,September,Home Office,UK,4991,890006.19,162860.77
2014,September,Consumer,Australia,4769,679301.57,78843.28
2014,September,Consumer,UK,3171,466631.3,71829.2
2013,December,Small Business,Canada,4920,487670.15,38928.26
2014,April,Home Office,Canada,3629,244223.48,41689.36
2013,March,Consumer,USA,4791,400091.65,42138.78
2014,February,Corporate,Australia,1977,129468.33,18058.17
2014,February,Consumer,USA,2699,318192.11,42492.7
2013,December,Consumer,Australia,4494,661538.77,114914.68
2014,July,Consumer,UK,355,7186.12,423.4
2013,December,Corporate,Australia,4497,584387.01,69870.09
2013,March,Corporate,Australia,4028,791770.85,94152.2
2013,December,Corporate,Canada,672,56276.48,5562.94
2014,May,Corporate,USA,1931,75263.15,15080.24
2014,October,Corporate,Canada,1969,344614.18,26466.62
2013,April,Corporate,Germany,2324,84699.35,15043.96
2013,June,Corporate,UK,2877,206716.31,33227.9
2013,June,Consumer,Canada,1748,49300.76,4241.28
2013,October,Home Office,Australia,828,96375.48,19979.58
2013,January,Corporate,USA,3650,558182.06,64056.82
2013,January,Small Business,Canada,4658,458642.54,90863.19
2014,May,Consumer,USA,591,104271.25,16900.7
2014,February,Home Office,Canada,3356,336999.66,29481.83
2013,May,Corporate,Australia,2442,336335.18,30164.61
2014,November,Consumer,Canada,384,31599.45,5265.37
2013,October,Consumer,India,453,14161.48,2859.72
2014,November,Home Office,USA,4711,135648.6,15692.0
2014,October,Corporate,Australia,583,81071.85,6525.94
2013,December,Small Business,India,4266,288390.7,42019.29
2014,November,Corporate,India,2539,107689.68,8400.24
2014,June,Small Business,Germany,2926,91645.68,19576.44
2014,October,Home Office,UK,812,73597.73,15852.64
2014,January,Corporate,Germany,1357,150728.08,14515.05
2014,August,Corporate,Germany,1274,220975.16,13402.96
2013,December,Consumer,Australia,623,37625.82,5335.44
2013,September,Corporate,UK,3412,510608.02,111171.47
2014,November,Small Business,USA,4734,379148.15,48556.46
2013,February,Small Business,Australia,2283,186838.32,20621.4
2014,December,Home Office,USA,2610,32140.13,3759.5
2013,August,Corporate,Australia,2776,101830.24,21242.46
2013,May,Corporate,India,219,16300.48,1502.33
2013,April,Small Business,UK,3212,391724.88,25428.22
2014,September,Small Business,USA,4839,218606.67,33907.21
2013,December,Consumer,Canada,1719,120461.3,17631.11
2014,October,Small Business,Canada,4240,696956.87,101414.56
2013,July,Home Office,UK,965,34454.9,2855.32
2014,December,Consumer,Canada,2191,291647.85,54258.2
2013,May,Corporate,USA,2939,49443.19,7399.93
2013,October,Small Business,Australia,2597,436624.89,43413.85
2014,April,Corporate,Germany,1843,271589.93,13921.65
2013,September,Small Business,Germany,1031,171983.81,35107.95
2013,March,Home Office,Germany,2875,204456.65,36491.31
2014,December,Consumer,Germany,1171,107735.93,26849.48
2013,March,Corporate,Germany,2922,567493.26,67474.88
2014,July,Consumer,Australia,2046,168605.69,16019.96
2014,May,Small Business,UK,3834,697247.85,166235.27
2014,December,Corporate,USA,1207,184175.77,23639.47
2013,August,Consumer,India,815,131645.02,8096.5
2013,June,Small Business,Australia,4379,146941.91,17004.69
2014,July,Small Business,UK,2178,382028.04,79931.88
2013,July,Corporate,Germany,3274,524093.98,105770.16
2014,January,Corporate,Canada,3035,278409.28,47452.4
2014,June,Corporate,UK,2905,39316.3,3091.39
2013,December,Home Office,UK,3237,102966.86,19113.18
2013,July,Corporate,Australia,3130,298992.29,33180.34
2014,July,Consumer,India,896,40132.53,9452.51
2014,July,Corporate,Australia,4522,331578.26,29155.87
2013,December,Small Business,Canada,323,3726.53,912.38
2014,June,Corporate,Germany,2800,201619.7,49077.6
2013,July,Corporate,UK,1349,79137.64,7562.28
2014,December,Home Office,Germany,1020,151218.72,28851.63
2014,January,Small Business,USA,2928,574321.18,104787.31
2013,February,Home Office,Canada,1341,16664.37,1267.96
2013,April,Consumer,UK,2665,290443.27,30805.47
2013,August,Home Office,USA,2914,37399.57,7630.26
2014,September,Consumer,Australia,881,146810.2,15082.89
2014,September,Corporate,USA,1956,388323.93,81905.74
2013,May,Corporate,Australia,877,23205.23,3500.82
2013,August,Corporate,USA,3408,388809.35,72543.31
2013,February,Corporate,USA,4621,683746.0,55840.1
2013,September,Small Business,UK,1894,35314.93,2994.69
2013,August,Home Office,Canada,1175,132960.83,12077.97
2013,August,Consumer,Canada,4569,732131.95,163228.73
2014,September,Corporate,USA,1703,95582.74,5370.12
2013,September,Consumer,India,3478,228090.16,15411.86
2014,August,Home Office,Germany,1430,35740.82,7652.77
2013,November,Home Office,Germany,4076,533927.58,106778.29
2014,April,Consumer,UK,1696,142259.2,15718.1
2013,March,Consumer,UK,3503,478750.26,37692.81
2013,May,Consumer,UK,2354,46609.09,4159.26
2013,July,Small Business,Canada,1372,166804.56,11547.2
2014,December,Small Business,Germany,4850,280950.58,63053.67
2013,June,Consumer,India,3115,452650.7,80597.88
2013,June,Corporate,India,916,36445.8,4221.67
2014,October,Small Business,Australia,3737,476170.26,50047.26
2014,August,Consumer,India,582,64812.64,6152.39
2013,August,Home Office,Germany,4921,156583.0,10757.24
2013,January,Small Business,Australia,3203,543327.41,126065.55
2014,March,Consumer,USA,2343,297086.32,39018.63
2013,February,Small Business,India,2455,153954.6,22321.93
2014,July,Corporate,Australia,273,35599.53,8492.99
2014,April,Small Business,Australia,2451,301593.94,35754.96
2014,May,Corporate,Australia,2126,116783.46,22297.28
2013,May,Small Business,Germany,3731,388494.6,65065.5
2014,June,Corporate,UK,1519,44822.4,8454.79
2014,November,Small Business,Canada,143,4305.37,540.13
2013,April,Corporate,India,946,155668.34,36664.54
2013,November,Small Business,USA,864,42172.82,7683.02
2013,April,Corporate,Canada,694,29457.71,3560.8
2014,April,Consumer,India,1853,43740.93,3796.62
2014,March,Corporate,Canada,1552,282475.84,30071.19
2014,April,Consumer,UK,1168,16096.81,2825.58
2014,January,Home Office,Australia,232,45711.06,5537.88
2014,May,Small Business,Australia,4447,834312.14,93160.23
2013,December,Home Office,USA,4641,388997.88,53941.03
2014,July,Home Office,USA,454,17517.33,2904.2
2013,November,Small Business,Germany,4067,404379.53,67353.23
2014,November,Home Office,Canada,1083,167128.38,36823.47
2013,June,Corporate,UK,4051,145646.35,8657.73
2013,May,Small Business,USA,540,30891.57,3201.82
2014,October,Home Office,Australia,1923,303555.39,20026.85
2014,July,Consumer,India,151,12992.83,2299.12
2013,August,Home Office,USA,2659,275110.37,50988.01
2014,September,Corporate,USA,1618,131181.5,22617.06
2013,October,Small Business,UK,3333,340491.24,48053.56
2014,May,Small Business,India,4305,647634.49,84270.49
2014,September,Consumer,Germany,4559,364824.78,88792.24
2014,November,Consumer,Germany,2765,381886.47,35389.46
2013,April,Corporate,Australia,3349,488112.38,74806.01
2014,July,Small Business,India,2300,69173.91,8161.24
2014,January,Corporate,UK,2838,35721.73,2875.82
2014,September,Corporate,UK,3351,219733.89,29365.88
2013,November,Small Business,UK,2806,423984.21,56174.4
2014,August,Consumer,Australia,1953,88492.37,7032.53
2013,December,Small Business,Germany,1921,161561.42,33736.3
2014,December,Consumer,Australia,3915,265029.0,36387.38
2014,December,Corporate,USA,1096,134466.97,29909.88
2014,May,Corporate,USA,3405,483794.05,104373.74
2014,July,Corporate,USA,4754,925525.03,171083.11
2014,June,Corporate,Germany,1393,172362.18,38157.44
2013,June,Consumer,Australia,3817,104257.37,25126.21
2014,June,Home Office,Germany,3602,538912.67,129155.14
2013,October,Consumer,Canada,4155,49774.89,5585.55
2014,June,Small Business,UK,1373,126926.37,26119.29
2014,May,Small Business,Germany,2835,378830.9,64808.7
2013,October,Home Office,Australia,1424,31896.45,3562.82
2013,April,Consumer,Australia,199,36693.52,4604.12
2014,September,Small Business,Germany,2194,129570.43,7848.35
2013,February,Consumer,UK,3851,478855.45,70349.36
2014,September,Small Business,India,2940,114354.45,19222.7
2013,March,Home Office,Australia,2966,333980.35,64518.12
2013,September,Home Office,UK,780,64882.62,13585.11
2013,December,Corporate,Canada,802,124128.35,11007.62
2014,November,Consumer,UK,3374,598658.19,106841.99
2014,August,Small Business,Canada,1149,155086.52,25026.0
2013,March,Home Office,UK,860,68985.55,10242.54
2014,October,Consumer,Australia,636,23604.71,2335.74
2014,April,Home Office,Canada,400,38487.09,2448.47
2013,December,Consumer,UK,2015,87452.45,6706.76
2013,January,Corporate,Australia,4065,618075.2,51213.38
2013,June,Small Business,Australia,2978,546758.25,125309.65
2013,November,Home Office,USA,328,62098.18,8883.21
2013,October,Consumer,Australia,2961,359434.15,39857.25
2014,August,Corporate,Australia,3617,496314.84,82676.03
2013,November,Consumer,Canada,4948,498190.43,80951.67
2013,April,Home Office,USA,1998,177218.14,12773.78
2013,November,Consumer,UK,938,110592.5,14259.73
2013,November,Home Office,Canada,600,69874.44,12834.23
2013,February,Consumer,Germany,2464,366856.19,39881.34
2013,October,Consumer,Canada,1662,76433.05,6370.19
2014,August,Consumer,Australia,1344,77439.82,10142.84
2013,June,Consumer,Australia,1966,29934.91,5839.02
2013,November,Small Business,Canada,3710,158848.45,32467.6
2013,February,Corporate,Germany,2732,413333.34,81513.71
2013,June,Small Business,Canada,4589,179969.57,38941.88
2013,September,Small Business,Canada,565,96983.17,6716.99
2014,December,Home Office,India,1547,70989.16,7056.21
2014,July,Small Business,India,3764,442029.6,26971.21
2013,November,Consumer,Canada,1263,93530.47,7969.47
2013,August,Consumer,UK,4863,914036.28,204811.04
2013,April,Corporate,USA,4534,715962.55,81495.82
2013,August,Small Business,UK,4469,771790.53,65677.27
2014,June,Small Business,Canada,2049,267174.17,27956.91
2013,April,Small Business,USA,795,148886.95,12313.32
2014,December,Small Business,USA,1263,177699.03,10417.4
2014,February,Consumer,Canada,1562,287158.41,18369.03
2014,April,Consumer,Canada,4477,739562.63,157662.03
2014,April,Consumer,Germany,1919,178273.44,39998.93
2014,October,Small Business,Australia,1701,327544.75,77902.32
2013,September,Consumer,UK,4645,597392.82,145735.96
2014,September,Home Office,USA,4379,70879.13,4829.98
2013,September,Consumer,India,817,59779.69,4961.88
2014,July,Small Business,Canada,4585,152292.72,36001.83
2014,May,Small Business,India,3475,628660.88,99322.76
2014,October,Corporate,India,4628,315974.86,49711.65
2013,June,Corporate,Australia,289,43510.65,10387.57
2013,October,Home Office,Australia,4618,500800.7,58994.14
2014,December,Small Business,UK,4647,880252.76,144694.4
2013,April,Corporate,India,934,92375.57,6865.77
2013,January,Corporate,UK,1902,357394.76,63459.53
2013,July,Corporate,India,1391,42970.55,8544.45
2013,October,Small Business,Canada,4758,741505.98,100912.06
2013,June,Small Business,USA,963,80080.77,12059.31
2014,April,Corporate,India,3386,656230.31,62909.2
2013,June,Small Business,USA,3660,703279.44,98594.27
2014,May,Corporate,Australia,1732,299811.17,69599.47
2014,November,Corporate,Australia,4837,103249.2,19374.61
2014,November,Home Office,Canada,4618,229135.9,33688.49
2014,July,Corporate,USA,4692,717728.61,170367.74
2014,March,Home Office,USA,3356,427976.22,33469.0
2013,May,Home Office,UK,3748,656149.26,148316.02
